norad_id,name,constellation,orbit_type,maneuver_type,delta_period_min,delta_inclination,delta_eccentricity,curr_period_min,curr_inclination,curr_eccentricity,prev_fetched_at,curr_fetched_at,prev_epoch,curr_epoch
68274,STARLINK-37129,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,1.8e-05,91.07,53.16,0.000119,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68265,STARLINK-37133,Starlink,LEO,ALTITUDE_CHANGE,0.0500031,0,-5e-06,91.01,53.16,0.000101,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68281,STARLINK-37134,Starlink,LEO,ALTITUDE_CHANGE,0.0799942,0,-4.2e-05,91.09,53.16,4.8e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68308,STARLINK-37138,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,4e-06,90.65,97.28,0.000144,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68317,STARLINK-37139,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,3.8e-05,90.63,97.27,0.000173,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68311,STARLINK-37140,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,0,1.4e-05,90.65,97.28,0.000157,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68296,STARLINK-37142,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,0,90.66,97.28,0.000144,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68295,STARLINK-37147,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,-3.00001e-06,90.67,97.28,0.000139,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68310,STARLINK-37148,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,2.7e-05,90.64,97.28,0.000159,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68309,STARLINK-37149,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,1.7e-05,90.65,97.28,0.000153,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68315,STARLINK-37150,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,3.3e-05,90.64,97.27,0.000163,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68290,STARLINK-37151,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,8e-06,91.09,53.16,9.5e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68316,STARLINK-37154,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,0,4e-05,90.64,97.27,0.000178,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68314,STARLINK-37155,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,2.9e-05,90.63,97.27,0.000166,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68263,STARLINK-37156,Starlink,LEO,ALTITUDE_CHANGE,0.0500031,0,-1.2e-05,91.01,53.16,9.5e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68284,STARLINK-37159,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,2.3e-05,91.1,53.16,0.00014,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68282,STARLINK-37160,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-6.1e-05,91.1,53.16,2.3e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68262,STARLINK-37162,Starlink,LEO,ALTITUDE_CHANGE,0.0500031,0,-5e-06,91.01,53.16,0.000107,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68264,STARLINK-37163,Starlink,LEO,ALTITUDE_CHANGE,0.0500031,0,0,91.01,53.16,8.7e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68287,STARLINK-37165,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,1.7e-05,91.09,53.16,0.000135,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
52451,STARLINK-3870,Starlink,LEO,ALTITUDE_CHANGE,-0.0699997,0.00999832,2.6e-05,93.92,53.23,0.000164,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.93936152,26093.33335648
53150,STARLINK-4038,Starlink,LEO,ALTITUDE_CHANGE,-0.239998,-0.00999832,-7.2e-05,87.43,53.18,0.000539,2026-03-31 16:52:00+00,2026-03-31 18:53:00+00,26090.13635824,26090.31863743
53493,STARLINK-4361,Starlink,LEO,ALTITUDE_CHANGE,-0.0899963,0,-7e-06,87.47,97.64,0.000933,2026-04-02 18:57:00+00,2026-04-02 22:59:00+00,26092.37179677,26092.43260424
53195,STARLINK-4404,Starlink,LEO,ALTITUDE_CHANGE,-0.199997,0,4.89999e-05,87.87,97.6,0.00108,2026-04-03 19:13:00+00,2026-04-03 23:19:00+00,26093.29542031,26093.53994469
53657,STARLINK-4469,Starlink,LEO,ALTITUDE_CHANGE,-0.0500031,0,-6.00002e-06,88.85,97.62,0.000477,2026-04-03 09:09:00+00,2026-04-03 17:11:00+00,26092.90971262,26093.21851743
53965,STARLINK-4578,Starlink,LEO,ALTITUDE_CHANGE,-0.0500031,0,2.2e-05,89.74,53.21,0.000272,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.83682722,26093.39752516
53782,STARLINK-4679,Starlink,LEO,ALTITUDE_CHANGE,-0.0500031,0,3.2e-05,94.18,53.22,0.000141,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.33335648
53926,STARLINK-5014,Starlink,LEO,ALTITUDE_CHANGE,-0.0800018,0.0100021,-0.000253,95.22,53.22,0.000146,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.82279205,26093.33335648
54857,STARLINK-5078,Starlink,LEO,ALTITUDE_CHANGE,-0.110001,-0.00999832,0.000675,94.21,43,0.000813,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.96130491,26093.09062046
55282,STARLINK-5330,Starlink,LEO,ALTITUDE_CHANGE,0.139999,0,5.00004e-06,96.21,70,0.000499,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.41253393,26093.28233666
55285,STARLINK-5332,Starlink,LEO,ALTITUDE_CHANGE,0.0999985,0,-0.000506,96.11,70,0.000287,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92023128,26093.25001157
56144,STARLINK-5374,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,-0.000309,94.32,43,0.000158,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.75803946,26093.25001157
55659,STARLINK-5477,Starlink,LEO,ALTITUDE_CHANGE,0.139999,0,-0.000219,96.25,70,9.4e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.00934597
55377,STARLINK-5567,Starlink,LEO,ALTITUDE_CHANGE,0.130005,0,-0.000804,95.3,43,0.000167,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.63276202,26093.25001157
55786,STARLINK-5823,Starlink,LEO,ALTITUDE_CHANGE,-0.120003,0,0.00084,95.99,70,0.001161,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.38559003,26093.11836952
55772,STARLINK-5835,Starlink,LEO,ALTITUDE_CHANGE,0.120003,0,0.000463,96.23,70,0.000811,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.37345358,26093.24290109
55927,STARLINK-5919,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,-0.000126,96.11,70,0.000321,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.81167954,26093.25001157
55934,STARLINK-5927,Starlink,LEO,ALTITUDE_CHANGE,-0.129997,0,0.000781,95.98,70,0.001107,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.33661095,26092.40165093
56017,STARLINK-5934,Starlink,LEO,ALTITUDE_CHANGE,0.209999,0,-0.001485,94.32,43,0.000207,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.87616162,26093.25001157
57372,STARLINK-5975,Starlink,LEO,ALTITUDE_CHANGE,-0.0600052,0,9.00001e-06,95.34,43,0.000171,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
56345,STARLINK-5979,Starlink,LEO,ALTITUDE_CHANGE,-0.0800018,0,-0.000142,95.77,97.6,0.000129,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.96130139,26093.25001157
56448,STARLINK-5990,Starlink,LEO,ALTITUDE_CHANGE,-0.110001,0,0.000743,96,70,0.001065,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.71886215,26093.11793882
56456,STARLINK-5995,Starlink,LEO,ALTITUDE_CHANGE,0.0999985,0,0.000389,96.21,70,0.000706,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.38072889,26093.18321514
56458,STARLINK-6050,Starlink,LEO,ALTITUDE_CHANGE,-0.0599976,0,0.000365,96.05,70,0.000726,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.31871549
56098,STARLINK-6088,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,0.000539,94.4,43,0.000612,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.53160259,26093.18651533
57368,STARLINK-6218,Starlink,LEO,ALTITUDE_CHANGE,-0.0599976,0,3.5e-05,95.15,43,0.000175,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
56527,STARLINK-6335,Starlink,LEO,ALTITUDE_CHANGE,-0.219994,0,6.4e-05,95.48,43,0.000162,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26091.97872523,26093.25001157
48838,SXM-8,"",GEO,ALTITUDE_CHANGE,-0.160034,-0.01,1.00001e-06,1436.1,0.04,0.000477,2026-04-02 01:11:00+00,2026-04-03 09:09:00+00,26091.37475089,26092.37673851
49333,SYRACUSE 4A,"",GEO,ALTITUDE_CHANGE,-0.180054,0,-2e-05,1436.13,0.02,0.000149,2026-04-02 12:55:00+00,2026-04-03 21:14:00+00,26091.30739266,26093.25826101
62483,THURAYA-4,"",GEO,ALTITUDE_CHANGE,-0.25,0.01,-7.4e-05,1436.06,0.04,2e-05,2026-04-02 01:11:00+00,2026-04-03 21:14:00+00,26091.26148034,26093.19975230
60233,TURKSAT 6A,"",GEO,ALTITUDE_CHANGE,0.109985,0.01,1.00001e-06,1436.17,0.04,0.000138,2026-04-01 08:59:00+00,2026-04-02 01:11:00+00,26090.61924086,26091.21364281
46267,TYVAK-0172,"",LEO,ALTITUDE_CHANGE,-0.090004,0,-1.7e-05,89.96,97.71,0.00036,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.80356301,26093.17882399
89484,UNKNOWN,"",HEO,ALTITUDE_CHANGE,-0.169998,0,-0.000403017,152.47,83.95,0.281876,2026-04-02 09:19:00+00,2026-04-03 09:09:00+00,26091.49043402,26092.76243091
81449,UNKNOWN,"",LEO,ALTITUDE_CHANGE,-0.0699997,0,-0.000178,94.28,66.79,0.001267,2026-04-02 09:19:00+00,2026-04-03 09:09:00+00,26090.82973999,26092.79497840
84188,UNKNOWN,"",HEO,ALTITUDE_CHANGE,-0.199997,-0.0100021,-0.000443995,176.97,64.88,0.346231,2026-04-02 09:19:00+00,2026-04-03 09:09:00+00,26090.46437982,26092.43190387
84232,UNKNOWN,"",HEO,ALTITUDE_CHANGE,-0.140015,-0.0100002,-0.000123024,444.28,20.3,0.652164,2026-04-02 09:19:00+00,2026-04-03 09:09:00+00,26091.45285537,26092.37554145
37843,VIASAT-1,"",GEO,ALTITUDE_CHANGE,-0.0600586,-0.02,1.2e-05,1436.08,0,0.000261,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.64104377,26093.22645419
52940,WFOV (USA 332),"",GEO,ALTITUDE_CHANGE,-0.0999756,0,4.2e-05,1436.05,3.52,0.000199,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26091.93447513,26092.98761472
40345,YAMAL 401,"",GEO,ALTITUDE_CHANGE,0.100098,0,-3.9e-05,1436.17,0.01,6.1e-05,2026-04-03 09:09:00+00,2026-04-03 15:11:00+00,26092.55403524,26093.12444713
65941,YOTSUBA-KULOVER,"",LEO,ALTITUDE_CHANGE,-0.0599976,-0.00999832,-5.99999e-06,90.16,51.61,0.000728,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.56958340,26093.25807145
60179,ZHONGXING-3A,"",GEO,ALTITUDE_CHANGE,0.0599365,-0.02,4e-05,1436.12,0.01,0.000306,2026-04-01 08:59:00+00,2026-04-03 13:10:00+00,26090.34580175,26092.98414804
43772,2018-099Q,"",LEO,PLANE_CHANGE,-0.0200043,-0.0100021,0,92.13,97.42,0.000173,2026-04-02 16:56:00+00,2026-04-03 21:14:00+00,26092.18560384,26093.14604335
43450,APSTAR-6C,"",GEO,PLANE_CHANGE,-0.0400391,0.04,1.99999e-06,1436.09,0.05,0.000248,2026-04-02 16:56:00+00,2026-04-03 09:09:00+00,26092.20322596,26092.85253009
37933,ASIASAT 7,"",GEO,PLANE_CHANGE,0,0.02,2.99999e-06,1436.14,0.02,0.000154,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.85289172,26092.84230735
37775,ASTRA 1N,"",GEO,PLANE_CHANGE,0,0.01,1.99996e-06,1436.07,0.09,0.000501,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.25479807,26092.53999520
56950,BLACKJACK ACES-3,"",LEO,PLANE_CHANGE,0,-0.0100021,-9e-06,94.86,97.6,0.000146,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90749926,26093.10524505
64062,CHINASAT 3B,"",GEO,PLANE_CHANGE,-0.0100098,-0.01,4e-06,1436.09,0.04,0.000134,2026-04-01 11:00:00+00,2026-04-01 19:05:00+00,26090.78667959,26090.92917035
26464,CLUSTER II-FM8 (TANGO),"",HEO,PLANE_CHANGE,0.0300293,0.019989,0.000265956,3243.24,149.68,0.896198,2026-03-31 02:07:00+00,2026-04-02 09:19:00+00,26091.85737413,26094.11021364
64903,CO3D 1,"",LEO,PLANE_CHANGE,-0.0200043,0.0100021,0.002149,94.7,97.44,0.002302,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.85332650,26093.24825721
64902,CO3D 2,"",LEO,PLANE_CHANGE,0.0499954,0.220001,0.006188,94.77,97.65,0.006328,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91899701,26093.18234204
40230,COSMOS 2251 DEB,COSMOS,LEO,PLANE_CHANGE,0,-0.0100021,6.99994e-06,99.31,74.04,0.001589,2026-03-31 04:08:00+00,2026-04-01 02:57:00+00,26089.51960942,26090.56615087
34571,COSMOS 2251 DEB,COSMOS,LEO,PLANE_CHANGE,-0.0100021,0.0100021,-6.99982e-06,99.22,74.05,0.005907,2026-03-30 21:50:00+00,2026-04-02 01:11:00+00,26087.12849024,26091.40246469
34635,COSMOS 2251 DEB,COSMOS,LEO,PLANE_CHANGE,0,0.0100021,3.00002e-06,97.96,74.05,0.00303,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.80208914,26093.32315925
47074,COSMOS 2251 DEB,COSMOS,LEO,PLANE_CHANGE,0,0.0199966,0.000109,100.21,74.09,0.013661,2026-04-01 02:57:00+00,2026-04-02 09:19:00+00,26090.38180935,26091.79600862
46271,COSMOS 2251 DEB,COSMOS,LEO,PLANE_CHANGE,0,0.0100021,2.09999e-05,99.19,74.05,0.004065,2026-03-30 21:50:00+00,2026-04-03 09:09:00+00,26087.69160516,26092.65327211
37528,COSMOS 2251 DEB,COSMOS,LEO,PLANE_CHANGE,0,0.0100021,-6.00005e-06,99.25,74.04,0.00196,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.24175928,26093.20704651
38062,COSMOS 2251 DEB,COSMOS,LEO,PLANE_CHANGE,-0.0100021,0.0100021,5.99993e-06,95.92,74.01,0.001645,2026-04-02 12:55:00+00,2026-04-03 21:14:00+00,26091.19625635,26093.27198211
43508,COSMOS 2527 (756),COSMOS,MEO,PLANE_CHANGE,0,0.0100021,-8e-06,675.73,65.54,0.000923,2026-03-30 21:50:00+00,2026-04-02 16:56:00+00,26087.37166813,26092.06425913
54031,COSMOS 2559 (707K),COSMOS,MEO,PLANE_CHANGE,-0.0100098,-0.0100021,3.00002e-06,675.73,64.31,0.001086,2026-03-30 21:50:00+00,2026-04-03 13:10:00+00,26086.27716517,26092.37757024
28415,CZ-4B R/B,"",LEO,PLANE_CHANGE,0,-0.0100021,4.00003e-06,94.15,97.34,0.003023,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.33416415,26093.11924349
31862,DIRECTV 10,"",GEO,PLANE_CHANGE,-0.0100098,0.01,1.00001e-06,1464.36,0.2,0.000689,2026-03-28 19:48:00+00,2026-03-29 03:09:00+00,26087.16527914,26087.49975324
36131,DIRECTV 12,"",GEO,PLANE_CHANGE,0,-0.02,0,1436.09,0.01,4.4e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.87238081,26093.22888087
36792,ECHOSTAR 15,"",GEO,PLANE_CHANGE,0,0.01,2e-06,1436.08,0.05,0.000199,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.64241419,26093.22576086
41105,ELEKTRO-L 2,"",GEO,PLANE_CHANGE,0,0.0100002,-6.00002e-06,1436.09,6.51,0.000266,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.24803803,26093.24638762
37600,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,2.00011e-05,104.01,98.94,0.035719,2026-04-02 12:55:00+00,2026-04-02 20:58:00+00,26091.66351371,26092.24168410
37717,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,-0.00999451,0.0100021,-2.00002e-05,95.8,98.75,0.005012,2026-04-02 16:56:00+00,2026-04-03 21:14:00+00,26092.19203726,26092.68714814
38717,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,-0.0100021,-0.0100021,-0.000158,101.36,99.15,0.005642,2026-03-30 21:50:00+00,2026-04-03 09:09:00+00,26067.02610109,26092.54637096
31734,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,-6.00005e-05,100.75,98.5,0.010391,2026-03-30 21:50:00+00,2026-04-01 08:59:00+00,26082.71041003,26088.73083205
29980,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,-9.99309e-07,102.39,98.57,0.008654,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.69057409,26093.06652973
30450,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,1.00024e-06,98.44,98.07,0.018609,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.01850514,26093.04563050
30573,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,-9.99961e-06,101.79,99.21,0.008583,2026-04-02 16:56:00+00,2026-04-03 21:14:00+00,26092.08424183,26093.07486309
30647,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,6.00005e-06,98.66,99,0.00263,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.83063815,26092.61309218
30720,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,-1.00001e-05,100.73,99.05,0.003151,2026-04-02 12:55:00+00,2026-04-02 20:58:00+00,26090.99181016,26092.31636665
31212,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,-2.99979e-06,101.86,99.2,0.007354,2026-04-01 08:59:00+00,2026-04-03 09:09:00+00,26090.56432205,26092.54601597
31288,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,-0.0199966,-0.0100021,4.00003e-06,94.79,98.74,0.001831,2026-04-02 01:11:00+00,2026-04-02 20:58:00+00,26091.44033312,26092.25179360
31333,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,-6.00051e-06,100.91,98.43,0.009903,2026-03-31 00:07:00+00,2026-04-03 21:14:00+00,26089.29161483,26093.28836823
31449,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,-1.89999e-05,100.43,98.53,0.014371,2026-03-30 21:50:00+00,2026-04-01 19:05:00+00,26086.44560748,26090.91156652
31752,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,0,103.31,98.96,0.035362,2026-04-01 19:05:00+00,2026-04-02 01:11:00+00,26090.91943387,26091.42186974
31820,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,-1.89999e-05,96.23,98.96,0.013953,2026-04-02 12:55:00+00,2026-04-02 20:58:00+00,26091.35702789,26092.29315975
31913,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,-6.99982e-06,103.41,99.29,0.019331,2026-04-02 09:19:00+00,2026-04-02 16:56:00+00,26091.04635367,26092.05222269
32094,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,-1.10001e-05,102.06,98.75,0.003416,2026-04-01 19:05:00+00,2026-04-03 21:14:00+00,26090.92003608,26093.18935430
32181,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,-9.99775e-07,98.82,99.48,0.007296,2026-03-30 21:50:00+00,2026-03-31 18:53:00+00,26087.10145479,26090.12299414
32357,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,-0.0100021,-0.0100021,-0.000181999,105.13,98.84,0.048524,2026-03-30 21:50:00+00,2026-04-02 09:19:00+00,26080.34941289,26091.84293080
33601,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,1.80006e-05,102.24,98.33,0.015788,2026-03-30 21:50:00+00,2026-04-03 13:10:00+00,26087.35276714,26092.89413391
33605,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,6.99982e-06,102.27,98.71,0.005722,2026-03-31 18:53:00+00,2026-04-02 09:19:00+00,26089.94798101,26091.75406870
33621,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,-0.00999451,-0.0100021,-6.49989e-05,101.41,98.13,0.028372,2026-03-30 21:50:00+00,2026-04-03 09:09:00+00,26081.82561879,26092.32491787
33733,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,-0.0100021,0.0100021,0.000117,100.49,99.1,0.007807,2026-03-30 21:50:00+00,2026-03-31 14:51:00+00,26079.21921206,26089.71887393
35153,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,1.00024e-06,97.65,98.89,0.016891,2026-04-02 01:11:00+00,2026-04-03 09:09:00+00,26091.47025757,26092.48808150
35174,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,-0.0400009,-0.0100021,-1.99992e-05,95.5,98.96,0.012865,2026-03-30 21:50:00+00,2026-04-01 17:04:00+00,26082.71153143,26091.20769006
36182,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,3.00002e-06,100.29,99.1,0.002135,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.79613757,26093.28395026
36656,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,0.000119001,106.29,97.43,0.033306,2026-03-30 21:50:00+00,2026-04-03 09:09:00+00,26073.10476870,26084.55214542
36711,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,0.0100021,-0.000162,99.71,100.8,0.009347,2026-03-30 21:50:00+00,2026-04-02 16:56:00+00,26083.31028414,26083.31028284
36734,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,1.90001e-05,100.93,99.04,0.003343,2026-03-30 21:50:00+00,2026-03-31 18:53:00+00,26087.10621634,26090.12179528
37435,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,-4.30001e-05,101.2,98.63,0.004119,2026-03-30 21:50:00+00,2026-04-03 09:09:00+00,26087.36815088,26092.36075546
37589,FENGYUN 1C DEB,"",LEO,PLANE_CHANGE,0,-0.0100021,2.99979e-06,102.17,99.07,0.011828,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.45184757,26093.01976501
42831,FLYING LAPTOP,"",LEO,PLANE_CHANGE,0,0.0100021,-8.00006e-06,95.96,97.44,0.001982,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91687985,26093.31694764
44035,GSAT-31,"",GEO,PLANE_CHANGE,0.0300293,-0.04,3.7e-05,1436.12,0.02,0.000391,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.61701465,26093.19975230
41861,GSAT0213 (GALILEO 17),Galileo,MEO,PLANE_CHANGE,0,0.0100021,-5.99999e-06,844.7,55.45,0.000567,2026-03-28 17:37:00+00,2026-03-30 19:22:00+00,26085.84459114,26088.19090007
40011,HODOYOSHI-4,"",LEO,PLANE_CHANGE,0,0.0100021,6.99982e-06,96.78,97.55,0.002342,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.98944515,26093.32569142
23839,INMARSAT 3-F1,"",GEO,PLANE_CHANGE,0,0.0100002,-6.00002e-06,1439.99,10.45,0.000477,2026-04-02 09:19:00+00,2026-04-03 21:14:00+00,26091.67703566,26093.10295369
34376,IRIDIUM 33 DEB,Iridium,LEO,PLANE_CHANGE,0,-0.0100021,7.99983e-06,98.3,86.29,0.002558,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.35537432,26093.03844949
36011,IRIDIUM 33 DEB,Iridium,LEO,PLANE_CHANGE,0,-0.0100021,2.70001e-05,99.88,86.34,0.001688,2026-03-31 04:08:00+00,2026-04-03 09:09:00+00,26089.46882257,26092.46423228
35918,IRIDIUM 33 DEB,Iridium,LEO,PLANE_CHANGE,0,0.0100021,1.50001e-05,99.15,86.41,0.0026,2026-04-01 02:57:00+00,2026-04-02 01:11:00+00,26090.59147743,26091.55594726
35680,IRIDIUM 33 DEB,Iridium,LEO,PLANE_CHANGE,0,0.0100021,-5.00027e-06,101.22,86.11,0.014932,2026-03-31 04:08:00+00,2026-04-01 02:57:00+00,26089.63335652,26090.43695588
39199,IRNSS-1A,"",GEO,PLANE_CHANGE,-0.0300293,0.0200005,1.00001e-05,1435.99,35.56,0.001672,2026-04-02 12:55:00+00,2026-04-03 21:14:00+00,26087.01364266,26092.99628165
54254,JILIN-1 GAOFEN 03D54,"",LEO,PLANE_CHANGE,-0.00999451,0.0100021,1.2e-05,91.51,97.61,0.00042,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.93878853,26093.32036852
39731,KAZEOSAT 1,"",LEO,PLANE_CHANGE,0,-0.0100021,0,99.86,98.32,0.000113,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.94672308,26093.29365333
63302,KINEIS-4D,"",LEO,PLANE_CHANGE,0,-0.0100021,2.1e-05,97.8,97.97,0.000203,2026-03-30 21:50:00+00,2026-04-01 06:58:00+00,26087.12125447,26090.79115213
62082,KINEIS-5D,"",LEO,PLANE_CHANGE,0,-0.0100021,4e-05,97.8,97.92,0.000497,2026-04-02 12:55:00+00,2026-04-03 21:14:00+00,26091.90815914,26093.33533338
62083,KINEIS-5E,"",LEO,PLANE_CHANGE,0,-0.0100021,5.1e-05,97.8,97.93,0.000604,2026-03-30 21:50:00+00,2026-04-01 08:59:00+00,26086.48802338,26090.70158822
