norad_id,name,constellation,orbit_type,maneuver_type,delta_period_min,delta_inclination,delta_eccentricity,curr_period_min,curr_inclination,curr_eccentricity,prev_fetched_at,curr_fetched_at,prev_epoch,curr_epoch
67540,STARLINK-36585,Starlink,LEO,PLANE_CHANGE,0.00999451,0.0100021,0.000314,91.42,97.29,0.000562,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.41037285,26093.23623390
67613,STARLINK-36597,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-0.000116,93.85,97.29,0.000139,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.45357115,26093.17098223
68142,STARLINK-36604,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,9.99999e-06,91.42,97.28,0.00016,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67604,STARLINK-36605,Starlink,LEO,PLANE_CHANGE,0,0.0100021,8e-05,93.85,97.29,0.000151,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.62861178,26093.15036493
67582,STARLINK-36609,Starlink,LEO,PLANE_CHANGE,-0.0100021,0.0100021,4.3e-05,93.9,97.29,0.000159,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.15137808
67601,STARLINK-36635,Starlink,LEO,PLANE_CHANGE,0,0.0100021,1.00001e-06,93.91,97.29,0.000157,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.14517790,26093.18925579
51984,STARLINK-3664,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,0.000101,95.44,53.21,0.000234,2026-04-02 16:56:00+00,2026-04-03 09:09:00+00,26091.96594090,26092.82705403
67589,STARLINK-36641,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-4.8e-05,93.85,97.28,9.6e-05,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.45799991,26093.17541314
67659,STARLINK-36642,Starlink,LEO,PLANE_CHANGE,0,0.0100021,4.7e-05,93.9,97.29,0.000133,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.05371164,26093.03253616
67660,STARLINK-36673,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,6.4e-05,93.85,97.28,0.0002,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.83831303,26093.03397102
67711,STARLINK-36687,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-3.7e-05,93.91,97.28,0.000107,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.26714272
67735,STARLINK-36691,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,4e-05,93.9,97.28,0.000161,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.86798240,26093.12900102
67709,STARLINK-36698,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.2e-05,93.86,97.28,0.000153,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.27337707
67662,STARLINK-36700,Starlink,LEO,PLANE_CHANGE,0.0100021,-0.0100021,3.1e-05,93.91,97.28,0.000132,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.80414303,26093.06516300
67713,STARLINK-36708,Starlink,LEO,PLANE_CHANGE,0.0100021,-0.0100021,-8.6e-05,93.91,97.28,3.2e-05,2026-04-03 11:09:00+00,2026-04-03 21:14:00+00,26092.87411785,26093.26565922
67716,STARLINK-36715,Starlink,LEO,PLANE_CHANGE,0.0100021,-0.0100021,4.6e-05,93.91,97.28,0.000172,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.87287224,26093.26442011
67715,STARLINK-36718,Starlink,LEO,PLANE_CHANGE,0,0.0100021,8.1e-05,93.9,97.29,0.000229,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90823138,26093.23451374
67801,STARLINK-36773,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-9.5e-05,91.41,97.29,6.4e-05,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.25732759,26093.27376204
67967,STARLINK-36819,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-1.1e-05,93.86,97.28,0.000142,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67966,STARLINK-36820,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-7.3e-05,93.9,97.29,0.000179,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.93921561,26093.26548974
67981,STARLINK-36874,Starlink,LEO,PLANE_CHANGE,0,0.0100021,3.8e-05,93.9,97.29,0.000272,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.96368650,26093.28995958
67975,STARLINK-36883,Starlink,LEO,PLANE_CHANGE,0,0.0100021,2e-05,93.9,97.29,0.000214,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90658798,26093.29811678
67972,STARLINK-36894,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-7.8e-05,93.9,97.28,0.000107,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92290085,26092.98815476
67961,STARLINK-36912,Starlink,LEO,PLANE_CHANGE,0.0100021,0.0100021,-0.000317,93.91,97.29,0.000118,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.95279955,26093.27907562
68225,STARLINK-36960,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-6e-06,91.09,97.28,0.000142,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90107996,26093.28089131
68146,STARLINK-36980,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-4.2e-05,91.09,97.29,0.000104,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90728989,26093.22380044
68228,STARLINK-37050,Starlink,LEO,PLANE_CHANGE,0.00999451,-0.0100021,-7.6e-05,91.09,97.28,0.000103,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.89882202,26093.27862734
68147,STARLINK-37055,Starlink,LEO,PLANE_CHANGE,0,0.0100021,0,91.09,97.29,0.000153,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90879360,26093.22530120
68229,STARLINK-37081,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-8e-06,91.42,97.28,0.000129,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.22932580
68230,STARLINK-37100,Starlink,LEO,PLANE_CHANGE,0.00999451,-0.0100021,-4.3e-05,91.09,97.28,0.000166,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.89807280,26093.27788391
68231,STARLINK-37104,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-7e-06,91.09,97.28,0.000117,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.89732424,26093.27712876
52502,STARLINK-3912,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.3e-05,95.44,53.21,0.00015,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.96862624,26092.82975390
52498,STARLINK-3925,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-0.000114,95.44,53.22,0.000128,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.83711663,26093.23456133
52640,STARLINK-3977,Starlink,LEO,PLANE_CHANGE,0,0.0100021,6e-06,95.44,53.22,0.000153,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.86103376,26093.19223375
52618,STARLINK-3983,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,2e-06,95.44,53.21,0.000144,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.59514687,26093.32378643
52617,STARLINK-3996,Starlink,LEO,PLANE_CHANGE,0,0.0100021,4e-06,95.44,53.22,0.000107,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92266618,26093.32010978
52628,STARLINK-4001,Starlink,LEO,PLANE_CHANGE,0,0.0100021,9.9e-05,95.44,53.22,0.000215,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.94152165,26093.20648796
52852,STARLINK-4184,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,2.6e-05,95.44,53.21,0.000147,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.49073847,26093.21936788
52880,STARLINK-4186,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-2e-06,95.44,53.21,0.000143,2026-04-02 01:11:00+00,2026-04-03 09:09:00+00,26091.50541189,26092.49901046
52853,STARLINK-4189,Starlink,LEO,PLANE_CHANGE,0,0.0100021,2.3e-05,95.44,53.22,0.000146,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.20832426,26092.80448542
52856,STARLINK-4201,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-9.99999e-06,95.44,53.22,0.000127,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.94065530,26093.27185672
52869,STARLINK-4266,Starlink,LEO,PLANE_CHANGE,0,0.0100021,3.00001e-06,95.44,53.22,0.000148,2026-04-03 09:09:00+00,2026-04-03 13:10:00+00,26092.75293502,26092.88541397
53652,STARLINK-4374,Starlink,LEO,PLANE_CHANGE,0,0.0100021,5.9e-05,95.66,97.61,0.000238,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.93919671,26093.13859526
53650,STARLINK-4380,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,6.2e-05,95.64,97.6,0.000323,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92262609,26093.25493172
53653,STARLINK-4390,Starlink,LEO,PLANE_CHANGE,0.0100021,0.0100021,-3.8e-05,95.26,97.61,0.000141,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.23215359
53486,STARLINK-4431,Starlink,LEO,PLANE_CHANGE,-0.0100021,0.0100021,-4.8e-05,95.29,97.61,9e-05,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.86654560,26093.26377531
53636,STARLINK-4586,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-3e-05,95.43,53.21,9.3e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.77409143,26093.30401059
53634,STARLINK-4592,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,3e-06,95.44,53.21,8.8e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.78144450,26093.31136277
53684,STARLINK-4624,Starlink,LEO,PLANE_CHANGE,-0.0299988,-0.0100021,-1.6e-05,95.76,97.6,0.000197,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.33335648
53831,STARLINK-4649,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-2e-06,95.44,53.22,0.000158,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.68208865,26093.01328223
53588,STARLINK-4691,Starlink,LEO,PLANE_CHANGE,0,0.0100021,8e-06,95.44,53.22,0.00012,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.41900041,26093.14764165
53706,STARLINK-4716,Starlink,LEO,PLANE_CHANGE,0,0.0100021,9.99999e-06,95.44,53.22,0.000137,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.80538516,26093.26906336
53802,STARLINK-4726,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-8e-06,95.44,53.22,0.000135,2026-04-03 09:09:00+00,2026-04-03 13:10:00+00,26092.43919640,26092.90287267
53870,STARLINK-4732,Starlink,LEO,PLANE_CHANGE,0,0.0100021,1.4e-05,95.44,53.22,0.000133,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.86976029,26093.20096737
53792,STARLINK-4739,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-5.1e-05,95.44,53.22,0.000107,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.48713237,26093.21577276
53844,STARLINK-4745,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.00001e-06,95.44,53.21,0.000144,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.67195327,26093.26811702
53823,STARLINK-4748,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.3e-05,95.44,53.21,0.00015,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.87574587,26093.14070849
53829,STARLINK-4759,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,3.6e-05,95.44,53.21,0.000209,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.55329719,26093.28193585
53828,STARLINK-4760,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,8.4e-05,95.44,53.21,0.00023,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.67472152,26093.27087755
53861,STARLINK-4781,Starlink,LEO,PLANE_CHANGE,0,0.0100021,4e-06,95.44,53.22,0.000166,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.62875356,26093.22490721
53839,STARLINK-4784,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-2.7e-05,95.44,53.21,0.000126,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.44014178,26092.97006249
53904,STARLINK-4787,Starlink,LEO,PLANE_CHANGE,0,0.0100021,1.5e-05,95.44,53.22,0.00016,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.62500256,26093.02243584
53857,STARLINK-4809,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,9.3e-05,95.44,53.21,0.000262,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.24504326,26093.23863051
53924,STARLINK-5001,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-7.5e-05,95.44,53.22,0.00015,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.71655481,26093.24649869
53922,STARLINK-5002,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-1.2e-05,95.44,53.22,0.000136,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.30578096,26093.03441418
53923,STARLINK-5004,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-2.4e-05,95.44,53.22,0.000141,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.57810795,26093.04178063
53928,STARLINK-5009,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-4.9e-05,95.44,53.21,8.9e-05,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.58271376,26092.98014150
53929,STARLINK-5018,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,4e-06,95.44,53.21,0.000135,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.69689052,26093.02809283
53896,STARLINK-5037,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-3.00001e-06,95.44,53.22,0.000139,2026-04-02 16:56:00+00,2026-04-03 09:09:00+00,26092.05095122,26092.64710975
53891,STARLINK-5041,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-2.5e-05,95.35,53.22,0.000101,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.36798493,26093.02978718
53890,STARLINK-5050,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,5.2e-05,95.44,53.21,0.000202,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.63744559,26093.23360083
53913,STARLINK-5053,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-9.00001e-06,95.44,53.21,0.000141,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.59925252,26092.59285181
53906,STARLINK-5054,Starlink,LEO,PLANE_CHANGE,0,0.0100021,0,95.44,53.22,0.00014,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.30209624,26093.03073273
54004,STARLINK-5129,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-2.99999e-06,95.44,53.22,0.000128,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.66668981,26093.30857259
53973,STARLINK-5156,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-1e-06,95.44,53.21,0.000121,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.33615375,26093.32975268
54055,STARLINK-5158,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-4.99999e-06,95.44,53.22,0.00015,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.68851391,26092.68211402
54102,STARLINK-5179,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,4.99999e-06,95.44,53.21,0.000128,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.07213275,26092.73453241
54096,STARLINK-5188,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.1e-05,95.44,53.21,0.000145,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.65258875,26092.64618867
54097,STARLINK-5197,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,2.99999e-06,95.44,53.21,0.000151,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.72025654,26093.25018186
54104,STARLINK-5203,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-7.9e-05,95.44,53.22,7.6e-05,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.68432866,26093.28049949
54075,STARLINK-5212,Starlink,LEO,PLANE_CHANGE,0,0.0100021,6e-06,95.44,53.22,0.000116,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.76161942,26093.09282429
54068,STARLINK-5222,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,9e-06,95.44,53.21,0.000143,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.11902687,26092.38398778
54196,STARLINK-5237,Starlink,LEO,PLANE_CHANGE,0,0.0100021,1.8e-05,95.44,53.22,0.000112,2026-04-02 09:19:00+00,2026-04-02 16:56:00+00,26091.70228457,26092.16595919
54187,STARLINK-5240,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-1.00001e-06,95.44,53.21,0.000129,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.82375037,26093.15495213
54203,STARLINK-5247,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-1.00001e-06,95.44,53.21,0.000129,2026-04-02 16:56:00+00,2026-04-03 09:09:00+00,26092.15859034,26092.68850440
54206,STARLINK-5264,Starlink,LEO,PLANE_CHANGE,0,0.0100021,1.8e-05,95.44,53.22,0.00012,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.62637251,26092.75243811
54190,STARLINK-5281,Starlink,LEO,PLANE_CHANGE,0,-0.0200005,-4.2e-05,95.44,53.2,5.8e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.71796654,26093.11541033
54157,STARLINK-5290,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-3.4e-05,95.44,53.21,0.000129,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90475662,26093.16971939
54788,STARLINK-5399,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-1.7e-05,95.44,53.21,0.000118,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.81593104,26093.21337664
54803,STARLINK-5430,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,3.00001e-06,95.44,53.21,0.000125,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.86791139,26093.00038993
54795,STARLINK-5436,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-2e-05,95.44,53.21,0.000107,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.95113865,26092.81225732
54790,STARLINK-5445,Starlink,LEO,PLANE_CHANGE,0,0.0100021,1.4e-05,95.44,53.22,0.000151,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.80856738,26093.20600672
55930,STARLINK-5896,Starlink,LEO,PLANE_CHANGE,0,0.0100021,2.4e-05,96.11,70.01,0.000303,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.33643557,26092.80375460
56818,STARLINK-6028,Starlink,LEO,PLANE_CHANGE,0,-0.0200043,5.3e-05,96.11,69.99,0.000289,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91712379,26093.25092404
30797,THEMIS D,"",HEO,PLANE_CHANGE,0,0.0100002,-2.89679e-05,1639.44,6.96,0.834613,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.28452484,26093.21128748
36033,THOR 6,"",GEO,PLANE_CHANGE,0,-0.02,-3.00001e-06,1436.08,0,0.000202,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.89257421,26093.23572236
27825,THURAYA-2,"",GEO,PLANE_CHANGE,0,-0.0100002,3.9e-05,1436.1,8.71,0.000368,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.47528787,26092.47360827
23467,UFO 4 (USA 108),"",GEO,PLANE_CHANGE,0,0.0100002,-1.00001e-06,1436.14,9.7,0.000347,2026-04-02 09:19:00+00,2026-04-03 09:09:00+00,26091.62768375,26092.59142284
83903,UNKNOWN,"",GEO,PLANE_CHANGE,0,-0.0100002,0,1452.83,5.91,0.012202,2026-04-02 09:19:00+00,2026-04-03 09:09:00+00,26091.18296000,26092.82116060
85061,UNKNOWN,"",LEO,PLANE_CHANGE,0,-0.0100021,-0.000224,112.69,102.4,0.026464,2026-03-30 21:50:00+00,2026-04-03 09:09:00+00,26087.48402843,26092.22944041
81624,UNKNOWN,"",LEO,PLANE_CHANGE,0,0.0100021,-3.59998e-05,97.78,66.98,0.005942,2026-04-01 02:57:00+00,2026-04-03 09:09:00+00,26090.09147969,26092.06100020
82500,UNKNOWN,"",LEO,PLANE_CHANGE,-0.0100021,-0.0100021,9.40003e-05,101.45,70.96,0.012113,2026-03-30 21:50:00+00,2026-03-31 04:08:00+00,26081.93759086,26089.40805795
82873,UNKNOWN,"",LEO,PLANE_CHANGE,0,-0.0100021,-7.00029e-06,101.03,99.99,0.003987,2026-04-02 09:19:00+00,2026-04-03 09:09:00+00,26091.22340581,26092.20616506
87616,UNKNOWN,"",LEO,PLANE_CHANGE,0,-0.0100021,2.89977e-05,115.47,66.03,0.062956,2026-03-30 21:50:00+00,2026-04-02 09:19:00+00,26087.05657487,26091.52100365
87300,UNKNOWN,"",LEO,PLANE_CHANGE,0,-0.0100021,-1.89999e-05,102.87,100.09,0.002459,2026-03-30 21:50:00+00,2026-03-31 04:08:00+00,26087.44615924,26089.44741864
25019,USA 134,"",GEO,PLANE_CHANGE,-0.0100098,0.0100002,-4.00003e-06,1436.11,12.7,0.000648,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.44451494,26092.38933675
22988,USA 99 (MILSTAR-1 1),"",GEO,PLANE_CHANGE,0,0.0100002,-9.99979e-07,1436.08,17.51,0.000403,2026-04-02 01:11:00+00,2026-04-03 09:09:00+00,26091.38414477,26092.35044630
66454,VIASAT-3 F2,"",GEO,PLANE_CHANGE,0,-0.01,5.00001e-06,1436.08,0.04,0.000249,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.87706083,26093.17266853
32060,WORLDVIEW-1 (WV-1),"",LEO,PLANE_CHANGE,0,0.0100021,-4.99999e-06,94.49,97.39,0.000159,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.86508942,26093.32469208
37185,XM-5,"",GEO,PLANE_CHANGE,-0.0300293,-0.01,-9.99999e-06,1436.09,0.06,0.000387,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.64104456,26093.22645419
25989,XMM-NEWTON,"",HEO,PLANE_CHANGE,0.0100098,-0.0100021,-7.09891e-05,2872.47,64.86,0.469915,2026-03-31 04:08:00+00,2026-04-02 16:56:00+00,26091.55905200,26093.55304961
53813,ZHONGXING-1E,"",GEO,PLANE_CHANGE,0,-0.02,-2e-06,1436.11,0.03,0.000187,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90886762,26093.14905964
43441,ZHUHAI-1 OHS-02,"",LEO,PLANE_CHANGE,0,-0.0100021,0,94.44,97.04,0.001123,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.97097586,26093.29909795
63195,STARLINK-11631 [DTC],Starlink,LEO,SHAPE_CHANGE,-0.00999451,0,0.001008,91.66,43,0.001044,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.51839203,26093.21779130
64354,STARLINK-34473,Starlink,LEO,SHAPE_CHANGE,0.0199966,0,0.004523,96.13,70,0.0048,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.93229443,26092.99911292
